,subject,timepoint,event,region,signal,unique_subject_id,recording_id
0,s13,18,stim,parietal,-0.017551581538,s13_stim,s13_stim
1,s5,14,stim,parietal,-0.0808829319505,s5_stim,s5_stim
2,s12,18,stim,parietal,-0.0810330187333,s12_stim,s12_stim
3,s11,18,stim,parietal,-0.0461343901751999,s11_stim,s11_stim
4,s10,18,stim,parietal,-0.0379702032642,s10_stim,s10_stim
5,s9,18,stim,parietal,-0.10351309616,s9_stim,s9_stim
6,s8,18,stim,parietal,-0.0644081947232,s8_stim,s8_stim
7,s7,18,stim,parietal,-0.0605262017124,s7_stim,s7_stim
8,s6,18,stim,parietal,-0.00702856091007,s6_stim,s6_stim
9,s5,18,stim,parietal,-0.0405568546157,s5_stim,s5_stim
10,s4,18,stim,parietal,-0.0488121999465999,s4_stim,s4_stim
11,s3,18,stim,parietal,-0.0471481458275,s3_stim,s3_stim
12,s2,18,stim,parietal,-0.0866229594917999,s2_stim,s2_stim
13,s1,18,stim,parietal,-0.0466590461638,s1_stim,s1_stim
14,s0,18,stim,parietal,-0.0755699759477,s0_stim,s0_stim
15,s13,17,stim,parietal,-0.00826462526111,s13_stim,s13_stim
16,s12,17,stim,parietal,-0.0885117501225,s12_stim,s12_stim
17,s7,9,stim,parietal,0.058896545297,s7_stim,s7_stim
18,s10,17,stim,parietal,-0.016846516627,s10_stim,s10_stim
19,s9,17,stim,parietal,-0.12157375579,s9_stim,s9_stim
20,s8,17,stim,parietal,-0.0762871207962,s8_stim,s8_stim
21,s7,17,stim,parietal,-0.0438120213819,s7_stim,s7_stim
22,s6,17,stim,parietal,-0.0147463892981,s6_stim,s6_stim
23,s5,17,stim,parietal,-0.0566820608044,s5_stim,s5_stim
24,s4,17,stim,parietal,-0.0445819008759,s4_stim,s4_stim
25,s3,17,stim,parietal,-0.0535140677471,s3_stim,s3_stim
26,s2,17,stim,parietal,-0.0772924001886,s2_stim,s2_stim
27,s1,17,stim,parietal,-0.0380205789406,s1_stim,s1_stim
28,s0,17,stim,parietal,-0.0713003853978,s0_stim,s0_stim
29,s13,16,stim,parietal,-0.00285629387119,s13_stim,s13_stim
30,s12,16,stim,parietal,-0.0899433633361,s12_stim,s12_stim
31,s11,16,stim,parietal,-0.0495870358338,s11_stim,s11_stim
32,s10,16,stim,parietal,-0.0135663176316,s10_stim,s10_stim
33,s9,16,stim,parietal,-0.131640690822,s9_stim,s9_stim
34,s8,16,stim,parietal,-0.0930243109477,s8_stim,s8_stim
35,s7,16,stim,parietal,-0.0218971578269,s7_stim,s7_stim
36,s8,9,stim,parietal,0.170226886344,s8_stim,s8_stim
37,s5,16,stim,parietal,-0.0641378420404,s5_stim,s5_stim
38,s4,16,stim,parietal,-0.0474331683855,s4_stim,s4_stim
39,s3,16,stim,parietal,-0.0710224022162,s3_stim,s3_stim
40,s2,16,stim,parietal,-0.0649981692916999,s2_stim,s2_stim
41,s1,16,stim,parietal,-0.0613560305246,s1_stim,s1_stim
42,s0,16,stim,parietal,-0.0577150668782,s0_stim,s0_stim
43,s13,15,stim,parietal,-0.0109714632203,s13_stim,s13_stim
44,s12,15,stim,parietal,-0.0806979631713999,s12_stim,s12_stim
45,s11,15,stim,parietal,-0.0721121940471,s11_stim,s11_stim
46,s10,15,stim,parietal,-0.0288093048081,s10_stim,s10_stim
47,s9,15,stim,parietal,-0.134828403383,s9_stim,s9_stim
48,s8,15,stim,parietal,-0.112577596942,s8_stim,s8_stim
49,s7,15,stim,parietal,-0.00938312919114,s7_stim,s7_stim
50,s6,15,stim,parietal,-0.0687202252466999,s6_stim,s6_stim
51,s5,15,stim,parietal,-0.0705615378511,s5_stim,s5_stim
52,s4,15,stim,parietal,-0.0560310534918,s4_stim,s4_stim
53,s3,15,stim,parietal,-0.0907351815282,s3_stim,s3_stim
54,s2,15,stim,parietal,-0.0554618569331,s2_stim,s2_stim
55,s1,15,stim,parietal,-0.110742321796,s1_stim,s1_stim
56,s0,15,stim,parietal,-0.0530786647723,s0_stim,s0_stim
57,s13,14,stim,parietal,-0.0337133890149,s13_stim,s13_stim
58,s12,14,stim,parietal,-0.0682973367158,s12_stim,s12_stim
59,s11,14,stim,parietal,-0.114468830404,s11_stim,s11_stim
60,s10,14,stim,parietal,-0.0522877238724,s10_stim,s10_stim
61,s9,14,stim,parietal,-0.1302665983,s9_stim,s9_stim
62,s8,14,stim,parietal,-0.128447530062,s8_stim,s8_stim
63,s7,14,stim,parietal,-0.0151398384821,s7_stim,s7_stim
64,s6,14,stim,parietal,-0.0988446335535,s6_stim,s6_stim
65,s11,17,stim,parietal,-0.041960488856,s11_stim,s11_stim
66,s4,14,stim,parietal,-0.0639904071723,s4_stim,s4_stim
68,s3,14,stim,parietal,-0.110040787828,s3_stim,s3_stim
69,s1,14,stim,parietal,-0.169311681158,s1_stim,s1_stim
70,s0,14,stim,parietal,-0.0524187515342,s0_stim,s0_stim
71,s13,13,stim,parietal,-0.0686374735514,s13_stim,s13_stim
72,s12,13,stim,parietal,-0.056306337975,s12_stim,s12_stim
73,s11,13,stim,parietal,-0.157834186994,s11_stim,s11_stim
74,s10,13,stim,parietal,-0.0738923487842,s10_stim,s10_stim
75,s9,13,stim,parietal,-0.119383455482,s9_stim,s9_stim
76,s8,13,stim,parietal,-0.1239496932,s8_stim,s8_stim
77,s7,13,stim,parietal,-0.030026322192,s7_stim,s7_stim
78,s6,13,stim,parietal,-0.133170667646,s6_stim,s6_stim
79,s5,13,stim,parietal,-0.0949707046582,s5_stim,s5_stim
80,s4,13,stim,parietal,-0.0747598671492,s4_stim,s4_stim
81,s3,13,stim,parietal,-0.1165517168,s3_stim,s3_stim
82,s2,13,stim,parietal,-0.0526557373357,s2_stim,s2_stim
83,s1,13,stim,parietal,-0.224351323052,s1_stim,s1_stim
84,s1,0,stim,parietal,-0.064454004861,s1_stim,s1_stim
85,s13,12,stim,parietal,-0.100984175249,s13_stim,s13_stim
86,s12,12,stim,parietal,-0.0522953046329,s12_stim,s12_stim
87,s11,12,stim,parietal,-0.178509701862,s11_stim,s11_stim
88,s10,12,stim,parietal,-0.0872324138456999,s10_stim,s10_stim
89,s9,12,stim,parietal,-0.0977889956938,s9_stim,s9_stim
90,s8,12,stim,parietal,-0.0925108486782,s8_stim,s8_stim
91,s7,12,stim,parietal,-0.0403852425182,s7_stim,s7_stim
92,s6,12,stim,parietal,-0.150693428305,s6_stim,s6_stim
93,s5,12,stim,parietal,-0.11049636909,s5_stim,s5_stim
94,s4,12,stim,parietal,-0.0900360515443,s4_stim,s4_stim
95,s3,12,stim,parietal,-0.0913009509384,s3_stim,s3_stim
96,s2,12,stim,parietal,-0.056376647172,s2_stim,s2_stim
97,s1,12,stim,parietal,-0.25548585958,s1_stim,s1_stim
98,s0,12,stim,parietal,-0.0529114831434,s0_stim,s0_stim
99,s13,11,stim,parietal,-0.11257541213,s13_stim,s13_stim
100,s12,11,stim,parietal,-0.0566284477074,s12_stim,s12_stim
101,s11,11,stim,parietal,-0.150709342539,s11_stim,s11_stim
102,s10,11,stim,parietal,-0.0780802842964,s10_stim,s10_stim
103,s9,11,stim,parietal,-0.072241225574,s9_stim,s9_stim
104,s8,11,stim,parietal,-0.0280246228922,s8_stim,s8_stim
105,s7,11,stim,parietal,-0.0309911807764,s7_stim,s7_stim
106,s6,11,stim,parietal,-0.134795422743,s6_stim,s6_stim
107,s5,11,stim,parietal,-0.120694930753,s5_stim,s5_stim
108,s4,11,stim,parietal,-0.12854654313,s4_stim,s4_stim
109,s3,11,stim,parietal,-0.0232737328152,s3_stim,s3_stim
110,s2,11,stim,parietal,-0.0734168172716,s2_stim,s2_stim
111,s1,11,stim,parietal,-0.238473764277,s1_stim,s1_stim
112,s0,11,stim,parietal,-0.0514694724514,s0_stim,s0_stim
113,s13,10,stim,parietal,-0.0745026100443,s13_stim,s13_stim
114,s12,10,stim,parietal,-0.0669700192247,s12_stim,s12_stim
115,s11,10,stim,parietal,-0.072780476678,s11_stim,s11_stim
116,s10,10,stim,parietal,-0.0417023096317,s10_stim,s10_stim
117,s9,10,stim,parietal,-0.0323796382167,s9_stim,s9_stim
118,s8,10,stim,parietal,0.0651975099421,s8_stim,s8_stim
119,s7,10,stim,parietal,0.00164849110583,s7_stim,s7_stim
120,s6,10,stim,parietal,-0.0754333889525,s6_stim,s6_stim
121,s5,10,stim,parietal,-0.114761917544,s5_stim,s5_stim
122,s4,10,stim,parietal,-0.15265246158,s4_stim,s4_stim
123,s3,10,stim,parietal,0.0892314787638,s3_stim,s3_stim
124,s2,10,stim,parietal,-0.0876876805188,s2_stim,s2_stim
125,s1,10,stim,parietal,-0.1330409933269999,s1_stim,s1_stim
126,s0,10,stim,parietal,-0.0479149730158,s0_stim,s0_stim
127,s13,9,stim,parietal,0.0132453345685,s13_stim,s13_stim
128,s12,9,stim,parietal,-0.0623350210256,s12_stim,s12_stim
129,s11,9,stim,parietal,0.0454185313729,s11_stim,s11_stim
130,s10,9,stim,parietal,0.0310064467776,s10_stim,s10_stim
131,s9,9,stim,parietal,0.029052961628,s9_stim,s9_stim
132,s2,14,stim,parietal,-0.0528745299501,s2_stim,s2_stim
133,s6,9,stim,parietal,0.00901740401094,s6_stim,s6_stim
134,s7,3,stim,parietal,0.00954793068239,s7_stim,s7_stim
135,s0,7,stim,parietal,0.0743427528433,s0_stim,s0_stim
136,s3,9,stim,parietal,0.22171613873,s3_stim,s3_stim
137,s2,9,stim,parietal,-0.082613396203,s2_stim,s2_stim
138,s1,9,stim,parietal,0.0578917638804,s1_stim,s1_stim
139,s0,9,stim,parietal,-0.0355869971125,s0_stim,s0_stim
140,s13,8,stim,parietal,0.130991047051,s13_stim,s13_stim
141,s12,8,stim,parietal,-0.0275774798409,s12_stim,s12_stim
142,s11,8,stim,parietal,0.169673297351,s11_stim,s11_stim
143,s10,8,stim,parietal,0.136290736966,s10_stim,s10_stim
144,s9,8,stim,parietal,0.121580532588,s9_stim,s9_stim
145,s8,8,stim,parietal,0.263207487992,s8_stim,s8_stim
146,s7,8,stim,parietal,0.13317559373,s7_stim,s7_stim
147,s6,8,stim,parietal,0.112147204561,s6_stim,s6_stim
148,s5,8,stim,parietal,0.00680513539806,s5_stim,s5_stim
149,s4,8,stim,parietal,0.017534785968,s4_stim,s4_stim
150,s3,8,stim,parietal,0.337143297554,s3_stim,s3_stim
151,s6,2,stim,parietal,-0.0307806076045,s6_stim,s6_stim
152,s1,8,stim,parietal,0.29463915742,s1_stim,s1_stim
153,s0,8,stim,parietal,0.00510065001767,s0_stim,s0_stim
154,s13,7,stim,parietal,0.240747073686,s13_stim,s13_stim
155,s12,7,stim,parietal,0.0501726783253,s12_stim,s12_stim
156,s11,7,stim,parietal,0.254042321237,s11_stim,s11_stim
157,s10,7,stim,parietal,0.245641759705,s10_stim,s10_stim
158,s9,7,stim,parietal,0.23823081562,s9_stim,s9_stim
159,s8,7,stim,parietal,0.312811033675,s8_stim,s8_stim
160,s7,7,stim,parietal,0.198789642958,s7_stim,s7_stim
161,s6,7,stim,parietal,0.214479570066,s6_stim,s6_stim
162,s5,7,stim,parietal,0.119176862322,s5_stim,s5_stim
163,s4,7,stim,parietal,0.220448524592,s4_stim,s4_stim
164,s3,7,stim,parietal,0.39046573376,s3_stim,s3_stim
165,s2,7,stim,parietal,0.0457436269453,s2_stim,s2_stim
166,s1,7,stim,parietal,0.494786865197,s1_stim,s1_stim
167,s4,9,stim,parietal,-0.114241981967,s4_stim,s4_stim
168,s13,6,stim,parietal,0.291884318776,s13_stim,s13_stim
169,s12,5,stim,parietal,0.248138009448,s12_stim,s12_stim
171,s1,6,stim,parietal,0.564984721448,s1_stim,s1_stim
172,s2,6,stim,parietal,0.143436119997,s2_stim,s2_stim
173,s3,6,stim,parietal,0.340479918138,s3_stim,s3_stim
174,s4,6,stim,parietal,0.405840057028,s4_stim,s4_stim
175,s5,6,stim,parietal,0.221492883278,s5_stim,s5_stim
176,s12,6,stim,parietal,0.157799926472,s12_stim,s12_stim
177,s7,6,stim,parietal,0.218061194469,s7_stim,s7_stim
178,s8,6,stim,parietal,0.298009042033,s8_stim,s8_stim
179,s9,6,stim,parietal,0.345918074368,s9_stim,s9_stim
180,s10,6,stim,parietal,0.296960232897,s10_stim,s10_stim
181,s11,6,stim,parietal,0.262771101488,s11_stim,s11_stim
182,s0,6,stim,parietal,0.143093371757,s0_stim,s0_stim
183,s6,6,stim,parietal,0.270955810073,s6_stim,s6_stim
184,s13,5,stim,parietal,0.252627264341,s13_stim,s13_stim
185,s6,5,stim,parietal,0.239175097834,s6_stim,s6_stim
186,s11,5,stim,parietal,0.194215001153,s11_stim,s11_stim
187,s10,5,stim,parietal,0.253871308297,s10_stim,s10_stim
188,s9,5,stim,parietal,0.381495102897,s9_stim,s9_stim
189,s8,5,stim,parietal,0.212854836433,s8_stim,s8_stim
190,s7,5,stim,parietal,0.177629510785,s7_stim,s7_stim
191,s5,5,stim,parietal,0.260057069236,s5_stim,s5_stim
192,s4,5,stim,parietal,0.460896318187,s4_stim,s4_stim
193,s3,5,stim,parietal,0.19918833824,s3_stim,s3_stim
194,s2,5,stim,parietal,0.209354958128,s2_stim,s2_stim
195,s1,5,stim,parietal,0.476055495497,s1_stim,s1_stim
196,s0,5,stim,parietal,0.175531697606,s0_stim,s0_stim
197,s13,4,stim,parietal,0.136219459793,s13_stim,s13_stim
198,s12,4,stim,parietal,0.261283304881,s12_stim,s12_stim
199,s2,8,stim,parietal,-0.0374066054162,s2_stim,s2_stim
200,s11,4,stim,parietal,0.0871751702674,s11_stim,s11_stim
201,s7,2,stim,parietal,-0.0348741834216,s7_stim,s7_stim
202,s4,2,stim,parietal,-0.0281087303981,s4_stim,s4_stim
203,s8,4,stim,parietal,0.0931813640265,s8_stim,s8_stim
204,s7,4,stim,parietal,0.0933092582309,s7_stim,s7_stim
205,s6,4,stim,parietal,0.136847472437,s6_stim,s6_stim
206,s5,4,stim,parietal,0.208112190773,s5_stim,s5_stim
207,s4,4,stim,parietal,0.346774672362,s4_stim,s4_stim
208,s3,4,stim,parietal,0.0278785465127,s3_stim,s3_stim
209,s2,4,stim,parietal,0.196461030367,s2_stim,s2_stim
210,s1,4,stim,parietal,0.287293980823,s1_stim,s1_stim
211,s0,4,stim,parietal,0.154057883361,s0_stim,s0_stim
212,s13,3,stim,parietal,0.00841751428481,s13_stim,s13_stim
213,s12,3,stim,parietal,0.185581486022,s12_stim,s12_stim
214,s11,3,stim,parietal,-0.0101379858559,s11_stim,s11_stim
215,s10,3,stim,parietal,0.0458383526337,s10_stim,s10_stim
216,s9,3,stim,parietal,0.164445987706,s9_stim,s9_stim
217,s10,4,stim,parietal,0.143985648987,s10_stim,s10_stim
218,s8,3,stim,parietal,-0.00612280734889,s8_stim,s8_stim
219,s6,3,stim,parietal,0.0275623648356,s6_stim,s6_stim
220,s5,3,stim,parietal,0.0927117312126,s5_stim,s5_stim
221,s4,3,stim,parietal,0.141458050647,s4_stim,s4_stim
222,s3,3,stim,parietal,-0.08970777078,s3_stim,s3_stim
223,s2,3,stim,parietal,0.108915570222,s2_stim,s2_stim
224,s1,3,stim,parietal,0.0922207832283,s1_stim,s1_stim
225,s0,3,stim,parietal,0.0863989229388,s0_stim,s0_stim
226,s13,2,stim,parietal,-0.0629159068465999,s13_stim,s13_stim
227,s12,2,stim,parietal,0.0772772101448,s12_stim,s12_stim
228,s11,2,stim,parietal,-0.0590890319945,s11_stim,s11_stim
229,s10,2,stim,parietal,0.0117514891824,s10_stim,s10_stim
230,s9,2,stim,parietal,0.0406201814079,s9_stim,s9_stim
231,s8,2,stim,parietal,-0.0499640186404,s8_stim,s8_stim
232,s5,2,stim,parietal,-0.0174990444292,s5_stim,s5_stim
233,s3,2,stim,parietal,-0.11056526279,s3_stim,s3_stim
234,s9,4,stim,parietal,0.307250437048,s9_stim,s9_stim
235,s2,2,stim,parietal,0.00879137477466,s2_stim,s2_stim
236,s1,2,stim,parietal,-0.0351533913543,s1_stim,s1_stim
237,s0,2,stim,parietal,0.00964152991767,s0_stim,s0_stim
238,s13,1,stim,parietal,-0.0642564530879,s13_stim,s13_stim
239,s12,1,stim,parietal,0.010624696534,s12_stim,s12_stim
240,s11,1,stim,parietal,-0.0593541448572,s11_stim,s11_stim
241,s10,1,stim,parietal,0.0298221982646,s10_stim,s10_stim
242,s9,1,stim,parietal,-0.0127649638126,s9_stim,s9_stim
243,s8,1,stim,parietal,-0.0495315318358,s8_stim,s8_stim
244,s7,1,stim,parietal,-0.0238826223038,s7_stim,s7_stim
245,s6,1,stim,parietal,-0.0373259336173,s6_stim,s6_stim
246,s5,1,stim,parietal,-0.0639066373872,s5_stim,s5_stim
247,s4,1,stim,parietal,-0.0821743580403999,s4_stim,s4_stim
248,s3,1,stim,parietal,-0.0614603544278,s3_stim,s3_stim
249,s2,1,stim,parietal,-0.0420866174374,s2_stim,s2_stim
250,s1,1,stim,parietal,-0.0744017875989,s1_stim,s1_stim
251,s0,1,stim,parietal,-0.0357352139038,s0_stim,s0_stim
252,s13,0,stim,parietal,-0.0424666030737,s13_stim,s13_stim
253,s12,0,stim,parietal,0.00335775487784,s12_stim,s12_stim
254,s11,0,stim,parietal,-0.0446339217791,s11_stim,s11_stim
255,s10,0,stim,parietal,0.0526185471798,s10_stim,s10_stim
256,s9,0,stim,parietal,-0.0183692770271,s9_stim,s9_stim
257,s8,0,stim,parietal,-0.0343397320837,s8_stim,s8_stim
258,s7,0,stim,parietal,0.00408135609976,s7_stim,s7_stim
259,s6,0,stim,parietal,-0.0233191548807,s6_stim,s6_stim
260,s5,0,stim,parietal,-0.0512277101955,s5_stim,s5_stim
261,s4,0,stim,parietal,-0.0488685047508,s4_stim,s4_stim
